Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",DR,PT,87,0.34,,0.01,,104.12,,3,,40.06,,6.15,,"123,485",,"14,563,523",,"363,546",,"139,878",,"2,368,564",,"2,275,173",
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",LR,DO,81,0.99,,0.11,,283.76,,31,,9.08,,1.97,,"10,631,656",,"97,480,334",,"10,734,065",,"343,534",,"49,493,737",,"6,327,140",
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",MB,PT,7,0.12,,0.01,,105.34,,5,,22.90,,5.18,,"10,900",,"2,150,857",,"93,906",,"20,418",,"415,532",,"310,995",
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",CB,DO,66,1.06,,0.05,,254.05,,13,,20.10,,1.27,,"637,324",,"12,060,444",,"599,919",,"47,473",,"9,516,143",,"1,063,134",
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",DR,DO,52,1.55,,0.02,,176.26,,2,,82.76,,7.91,,"313,325",,"16,702,123",,"201,822",,"94,758",,"2,111,631",,"1,591,587",
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",CR,DO,45,1.24,,0.06,,429.75,,22,,19.94,,0.71,,"4,015,438",,"64,403,715",,"3,230,521",,"149,864",,"90,208,359",,"4,202,147",
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",VP,DO,425,4.16,,0.15,,145.38,,5,,28.01,,0.68,,"3,042,346",,"20,499,485",,"731,900",,"141,005",,"30,015,557",,"6,182,824",
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",MB,DO,300,0.95,,0.08,,155.53,,12,,12.46,,3.15,,"14,749,237",,"193,226,118",,"15,502,241",,"1,242,349",,"61,361,801",,"15,613,707",
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,015",DR,PT,701,2.77,,0.04,,108.78,,2,,65.76,,8.24,,"6,453,863",,"153,280,652",,"2,330,955",,"1,409,073",,"18,610,395",,"19,127,203",
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,015",DR,TX,292,2.78,,0.05,,94.50,,2,,55.90,,4.09,,"879,127",,"17,683,943",,"316,350",,"187,138",,"4,327,618",,"3,863,007",
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,015",DR,TN,22,1.67,,0.04,,104.05,,3,,39.17,,5.94,,"1,640",,"38,500",,983,,370,,"6,480",,"6,084",
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,DO,8,0.99,,0.03,,69.40,,2,,37.42,,6.05,,"35,650",,"1,351,371",,"36,110",,"19,471",,"223,498",,"191,457",
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",MB,DO,478,1.26,W,0.08,,139.43,,9,W,15.89,W,2.33,W,"16,415,023",,"206,913,572",,"13,020,369",W,"1,483,979",,"88,712,394",W,"21,099,865",
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,TX,30,5.52,,0.13,,108.65,,2,,43.58,,5.54,,"247,492",,"1,952,625",,"44,806",,"17,972",,"352,517",,"336,505",
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",VP,DO,267,2.30,,0.24,,53.12,,6,,9.38,,0.48,,"924,566",,"3,773,663",,"402,360",,"71,035",,"7,797,125",,"2,259,750",
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",MB,PT,26,1.26,W,0.07,,130.49,,8,W,17.12,W,3.44,W,"640,442",,"8,704,179",,"508,393",W,"66,703",,"2,532,038",W,"894,498",
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,PT,202,1.87,,0.04,,129.49,,3,,45.45,,7.60,,"1,018,571",,"24,758,490",,"544,702",,"191,194",,"3,259,358",,"3,015,002",
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,TN,1,4.54,,0.09,,95.43,,2,,51.38,,7.11,,59,,668,,13,,7,,94,,94,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,CR,DO,8,0.93,W,0.03,,773.89,,27,W,28.39,W,3.00,W,"917,860",,"28,111,553",,"990,246",W,"36,325",,"9,371,440",W,"691,396",
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,CR,PT,36,2.75,W,0.26,,307.96,,29,W,10.78,W,0.82,W,"19,114,831",,"74,849,191",,"6,945,565",W,"243,048",,"91,253,544",W,"5,624,470",
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,MB,DO,286,0.95,W,0.09,,255.22,,24,W,10.74,W,2.39,W,"23,940,817",,"271,958,921",,"25,317,651",W,"1,065,578",,"113,917,294",W,"14,487,565",
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,DR,PT,277,3.21,,0.05,,103.44,,2,,66.81,,6.79,,"2,370,188",,"49,265,240",,"737,344",,"476,288",,"7,255,288",,"7,921,623",
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,MB,PT,213,0.90,W,0.13,,101.98,,15,W,7.02,W,1.87,W,"12,352,056",,"96,071,644",,"13,689,233",W,"942,093",,"51,466,868",W,"10,877,523",
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,LR,DO,111,1.22,W,0.12,,256.57,,24,W,10.60,W,1.59,W,"16,596,217",,"144,224,453",,"13,604,641",W,"562,126",,"90,802,280",W,"10,061,868",
MTA Long Island Rail Road,Jamaica,NY,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",908,CR,DO,908,5.61,,0.29,,760.24,,39,,19.63,,0.88,,"457,582,502",,"1,601,947,259",,"81,613,697",,"2,107,155",,"1,820,711,614",,"62,918,402",
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746",889,CR,PT,456,5.26,,0.21,,478.12,,19,,24.71,,1.11,,"70,029,033",,"329,123,106",,"13,317,689",,"688,362",,"295,517,658",,"20,794,384",
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746",889,CR,DO,433,5.41,,0.11,,800.96,,17,,47.11,,2.22,,"56,620,426",,"493,424,794",,"10,474,013",,"616,043",,"222,737,251",,"17,946,231",
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,DR,DO,95,1.71,,0.03,,96.31,,2,,60.47,,4.89,,"579,307",,"20,466,842",,"338,489",,"212,515",,"4,184,870",,"3,218,703",
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,MB,DO,498,0.48,,0.06,,134.25,,17,,7.70,,1.94,,"11,483,837",,"183,371,896",,"23,823,351",,"1,365,899",,"94,726,243",,"19,127,620",
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,DR,TX,25,1.71,,0.09,,48.71,,3,,18.84,,1.75,,"21,540",,"236,838",,"12,568",,"4,862",,"135,178",,"132,018",
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,DR,PT,128,1.40,,0.04,,54.76,,2,,31.18,,2.97,,"836,758",,"18,678,301",,"599,088",,"341,063",,"6,295,087",,"5,636,288",
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,VP,PT,127,4.66,,1.20,,20.46,,5,,3.89,,0.07,,"1,553,610",,"1,298,365",,"333,422",,"63,447",,"17,367,495",,"3,477,192",
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,MB,DO,561,1.49,,0.13,,234.17,,20,,11.86,,3.21,,"43,180,175",,"343,248,708",,"28,946,085",,"1,465,788",,"106,901,837",,"18,748,966",
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,LR,DO,52,1.48,,0.04,,618.80,,18,,33.52,,8.10,,"3,250,897",,"73,603,419",,"2,195,579",,"118,946",,"9,082,214",,"1,487,181",
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,DR,PT,208,10.40,,0.25,,76.69,,2,,41.67,,5.44,,"8,795,926",,"35,248,687",,"845,865",,"459,625",,"6,483,942",,"6,233,332",
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,IP,DO,2,1.18,,0.27,,248.00,,57,,4.35,,37.21,,"401,960",,"1,482,572",,"341,003",,"5,978",,"39,848",,"13,970",
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,MB,DO,407,1.09,,0.11,,130.46,,13,,9.97,,2.09,,"26,841,275",,"246,015,687",,"24,674,064",,"1,885,800",,"117,461,081",,"23,919,052",
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,HR,DO,210,1.38,,0.16,,330.98,,39,,8.56,,1.24,,"35,871,984",,"223,351,192",,"26,079,792",,"674,818",,"180,808,729",,"17,937,424",
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,SR,DO,2,0.26,,0.01,,498.90,,14,,35.95,,48.60,,"35,541",,"4,966,565",,"138,135",,"9,955",,"102,191",,"52,910",
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,DR,PT,193,1.32,,0.02,,110.70,,1,,85.88,,6.81,,"708,670",,"46,197,704",,"537,962",,"417,328",,"6,778,980",,"5,972,171",
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,LR,DO,89,0.76,,0.07,,393.73,,35,,11.25,,1.44,,"13,416,398",,"198,885,495",,"17,675,954",,"505,134",,"138,105,977",,"9,593,071",
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,MB,DO,453,0.76,,0.06,,172.06,,13,,13.34,,3.17,,"16,346,620",,"287,350,057",,"21,536,489",,"1,670,085",,"90,635,002",,"20,519,289",
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,DR,TX,25,1.96,,0.04,,109.03,,2,,53.98,,2.99,,"25,663",,"705,554",,"13,070",,"6,471",,"235,637",,"166,609",
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,CR,PT,23,2.58,,0.07,,592.00,,15,,39.47,,2.31,,"2,751,968",,"42,085,462",,"1,066,362",,"71,090",,"18,184,252",,"1,349,872",
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,SR,DO,2,0.76,,0.04,,257.36,,12,,21.29,,12.88,,"120,016",,"3,365,797",,"158,121",,"13,078",,"261,295",,"91,133",
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,DR,PT,198,1.96,,0.04,,91.45,,2,,54.07,,5.23,,"1,588,456",,"43,742,644",,"808,997",,"478,329",,"8,364,390",,"8,420,618",
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,VP,PT,10,2.13,,0.13,,130.21,,8,,16.01,,0.60,,"19,009",,"142,974",,"8,929",,"1,098",,"239,200",,"55,517",
"California Vanpool Authority, dba: CalVans",Hanford,CA,90230,Independent Public Agency or Authority of Transit Service,Full Reporter,36703,"Hanford, CA","66,638",758,VP,DO,758,3.51,,0.96,,38.50,,11,,3.66,,0.12,,"12,992,764",,"13,558,160",,"3,703,926",,"352,118",,"110,956,354",,"10,003,280",
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,LR,DO,94,1.03,,0.12,,270.61,,32,,8.58,,1.58,,"19,171,210",,"159,463,940",,"18,589,527",,"589,271",,"100,621,469",,"8,232,882",
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,MB,DO,498,0.95,,0.10,,164.30,,16,,9.98,,3.16,,"28,943,622",,"304,122,876",,"30,484,694",,"1,851,028",,"96,334,242",,"20,225,984",
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,YR,PT,4,0.72,,0.01,,"1,743.94",,20,,86.10,,10.62,,"74,761",,"8,885,374",,"103,198",,"5,095",,"836,725",,"103,837",
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,DR,TX,19,13.13,,0.21,,143.35,,2,,63.78,,5.26,,"475,061",,"2,306,980",,"36,172",,"16,093",,"438,230",,"399,352",
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,DR,PT,138,13.13,,0.17,,124.34,,2,,77.75,,9.78,,"5,276,365",,"31,236,840",,"401,752",,"251,217",,"3,193,320",,"3,473,936",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,DR,PT,94,2.28,,0.02,,147.77,,1,,112.44,,18.14,,"420,645",,"20,774,715",,"184,760",,"140,586",,"1,144,958",,"1,018,545",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,MB,DO,349,0.50,W,0.07,,265.10,,35,W,7.58,W,3.76,W,"27,198,541",,"412,244,509",,"54,363,946",W,"1,555,039",,"109,579,631",W,"12,259,450",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,CC,DO,24,5.01,W,0.15,,940.60,,27,W,34.44,W,26.47,W,"10,801,075",,"74,193,395",,"2,154,157",W,"78,879",,"2,802,765",W,"169,217",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,TB,DO,158,0.50,W,0.08,,270.83,,44,W,6.20,W,4.18,W,"14,703,797",,"182,086,368",,"29,389,681",W,"672,334",,"43,551,338",W,"4,062,341",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,SR,DO,12,0.50,W,0.04,,655.27,,57,W,11.49,W,7.99,W,"1,306,337",,"30,010,137",,"2,611,080",W,"45,798",,"3,755,042",W,"224,975",
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,LR,DO,115,0.50,W,0.03,,392.95,,27,W,14.43,W,6.75,W,"7,000,608",,"201,968,211",,"13,992,686",W,"513,981",,"29,918,002",W,"4,295,819",
"OATS, Inc.",Columbia,MO,70133,Private-Non-Profit Corporation,Rural Reporter,77770,"St. Louis, MO-IL","2,150,706",743,DR,DO,743,12.41,,0.40,,56.64,,2,,30.89,,0.00,,"11,871,796",,"29,543,341",,"956,461",,"521,576",,0,,"8,460,420",
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,DR,TX,86,3.24,,0.08,,106.63,,3,,41.80,,3.92,,"742,284",,"9,578,694",,"229,145",,"89,833",,"2,446,304",,"2,036,913",
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,MB,DO,214,0.86,,0.11,,177.11,,22,,7.98,,1.94,,"16,704,734",,"154,520,772",,"19,351,262",,"872,456",,"79,514,578",,"9,886,451",
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,DR,PT,175,5.31,,0.06,,149.84,,2,,91.35,,8.52,,"3,220,189",,"55,423,110",,"606,679",,"369,870",,"6,504,103",,"5,659,286",
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,MB,PT,151,0.68,,0.07,,146.10,,14,,10.09,,2.08,,"5,009,355",,"73,960,580",,"7,329,314",,"506,250",,"35,585,334",,"6,108,497",
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,VP,PT,113,6.89,,0.92,,30.24,,4,,7.48,,0.20,,"1,634,773",,"1,772,673",,"237,107",,"58,614",,"8,694,715",,"2,126,233",
