Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Hydrogen (kg),Hydrogen (kg) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kWh),Electric Propulsion (kWh) Questionable,Electric Battery (kWh),Electric Battery (kWh) Questionable,Diesel (miles),Diesel Questionable,Gasoline (miles),Gasoline Questionable,Liquefied Petroleum Gas (miles),Liquefied Petroleum Gas Questionable,Compressed Natural Gas (miles),Compressed Natural Gas Questionable,Hydrogen (miles),Hydrogen Questionable,Other Fuel (miles),Other Fuel Questionable,Electric Propulsion (miles),Electric Propulsion Questionable,Electric Battery (miles),Electric Battery Questionable,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Hydrogen (mpkg),Hydrogen (mpkg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kWh),Electric Propulsion (mi/kWh) Questionable,Electric Battery (mi/kWh),Electric Battery (mi/kWh) Questionable
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",LR,DO,46,0,,0,,0,,0,,0,,0,,0,,"21,545,505",,0,,0,,0,,0,,0,,0,,0,,"3,103,886",,0,,,,,,,,,,,,,,0.14,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",MB,PT,133,"1,953,644",,0,,0,,0,,0,,0,,0,,0,,0,,"8,994,554",,0,,0,,0,,0,,0,,0,,0,,4.60,,,,,,,,,,,,,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",CB,PT,54,"399,799",,0,,0,,0,,0,,0,,0,,0,,0,,"1,832,579",,0,,0,,0,,0,,0,,0,,0,,4.58,,,,,,,,,,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,149",FB,PT,2,"192,849",,0,,0,,0,,0,,0,,0,,0,,0,,"46,140",,0,,0,,0,,0,,0,,0,,0,,0.24,,,,,,,,,,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,149",MB,PT,9,"41,741",,0,,0,,0,,0,,0,,0,,0,,0,,"205,598",,0,,0,,0,,0,,0,,0,,0,,4.93,,,,,,,,,,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,149",CR,DO,"1,138","6,882,694",,0,,0,,0,,0,,0,,0,,"388,728,660",,0,,0,,0,,0,,0,,0,,"2,722,018",,"53,358,141",,0,,0.00,,,,,,,,,,,,0.14,,,
MTA Bus Company,New York,NY,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,134",MB,DO,"1,134","9,476,906",,0,,0,,"1,147,229",,0,,0,,0,,0,,0,,"23,116,558",,0,,0,,"5,486,596",,0,,0,,0,,0,,2.44,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",MB,PT,7,0,,"33,845",,0,,0,,0,,0,,0,,0,,0,,0,,"273,255",,0,,0,,0,,0,,0,,0,,,,8.07,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",LR,DO,81,0,,0,,0,,0,,0,,0,,0,,"43,863,100",,0,,0,,0,,0,,0,,0,,0,,"6,532,635",,0,,,,,,,,,,,,,,0.15,,,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",DR,DO,52,0,,"275,813",,0,,0,,0,,0,,0,,0,,0,,0,,"2,207,077",,0,,0,,0,,0,,0,,0,,,,8.00,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",CB,DO,66,"296,359",,0,,0,,0,,0,,0,,0,,0,,0,,"1,830,107",,0,,0,,0,,0,,0,,0,,0,,6.18,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",VP,DO,425,0,,"280,362",,0,,0,,0,,0,,0,,0,,0,,0,,"6,091,689",,0,,0,,0,,0,,0,,0,,,,21.73,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",MB,DO,300,"3,101,984",,"178,740",,0,,"353,485",,0,,0,,0,,0,,"185,435",,"15,449,428",,"977,636",,0,,"1,417,674",,0,,0,,0,,"75,528",,4.98,,5.47,,,,,,,,,,,,0.41,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",DR,PT,87,"12,680",,"205,782",,0,,0,,0,,0,,0,,0,,0,,"237,312",,"954,842",,0,,0,,0,,0,,0,,0,,18.72,,4.64,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,78499,"Salt Lake City, UT","1,178,533","1,063",CR,DO,45,"2,232,114",,0,,0,,0,,0,,0,,0,,0,,0,,"1,071,270",,0,,0,,0,,0,,0,,0,,0,,0.48,,,,,,,,,,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,015",DR,TN,22,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,015",DR,TX,292,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,015",DR,PT,701,393,,"2,385,210",,0,,0,,0,,0,,0,,0,,0,,0,,"25,502,814",,0,,0,,0,,0,,0,,0,,0.00,,10.69,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,DO,8,"2,941",,"30,009",,0,,0,,0,,0,,0,,0,,0,,0,,"240,224",,0,,0,,0,,0,,0,,0,,0.00,,8.01,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",MB,PT,26,"107,555",,"10,068",,0,,0,,"18,032",,0,,0,,0,,0,,"760,118",,0,,0,,0,,0,,0,,0,,0,,7.07,,0.00,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,TX,30,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,PT,202,866,,"496,666",,0,,0,,0,,0,,0,,0,,0,,0,,"9,100,380",,0,,0,,0,,0,,0,,0,,0.00,,18.32,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",VP,DO,267,0,,"175,595",,0,,0,,0,,0,,0,,0,,0,,0,,"2,702,323",,0,,0,,0,,0,,0,,0,,,,15.39,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",MB,DO,478,"3,988,633",,0,,0,,"1,198,877",,0,,0,,0,,0,,0,,"20,261,876",,0,,0,,"4,475,114",,0,,0,,0,,0,,5.08,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746","1,012",DR,TN,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Denver Regional Transportation District, dba: RTD-Denver",Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,MB,DO,286,"3,374,838",,0,,0,,0,,0,,0,,0,,0,,"1,046,709",,"16,605,494",,0,,0,,0,,0,,0,,0,,"259,989",,4.92,,,,,,,,,,,,,,0.25,
"Denver Regional Transportation District, dba: RTD-Denver",Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,DR,PT,277,0,,"1,144,500",,0,,0,,0,,0,,0,,0,,0,,0,,"9,115,243",,0,,0,,0,,0,,0,,0,,,,7.96,,,,,,,,,,,,,
"Denver Regional Transportation District, dba: RTD-Denver",Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,CR,DO,8,0,,0,,0,,0,,0,,0,,0,,"4,020,875",,0,,0,,0,,0,,0,,0,,0,,"5,450,344",,0,,,,,,,,,,,,,,1.36,,,
"Denver Regional Transportation District, dba: RTD-Denver",Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,MB,PT,213,"2,625,638",,0,,0,,0,,0,,0,,0,,0,,"87,917",,"12,543,068",,0,,0,,0,,0,,0,,0,,"50,513",,4.78,,,,,,,,,,,,,,0.57,
"Denver Regional Transportation District, dba: RTD-Denver",Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,LR,DO,111,0,,0,,0,,0,,0,,0,,0,,"61,898,365",,0,,0,,0,,0,,0,,0,,0,,"10,443,480",,0,,,,,,,,,,,,,,0.17,,,
"Denver Regional Transportation District, dba: RTD-Denver",Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,23527,"Denver--Aurora, CO","2,686,147",931,CR,PT,36,0,,0,,0,,0,,0,,0,,0,,"32,753,783",,0,,0,,0,,0,,0,,0,,0,,"5,450,344",,0,,,,,,,,,,,,,,0.17,,,
MTA Long Island Rail Road,Jamaica,NY,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",908,CR,DO,908,"7,310,132",,0,,0,,0,,0,,0,,0,,"475,664,400",,0,,"982,180",,0,,0,,0,,0,,"859,408",,"62,796,678",,0,,0.13,,,,,,,,,,,,0.13,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746",889,CR,DO,433,"8,563,341",,0,,0,,0,,0,,0,,0,,"62,373,926",,0,,"4,284,807",,0,,0,,0,,0,,0,,"5,265,954",,0,,0.50,,,,,,,,,,,,0.08,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,16264,"Chicago, IL--IN","8,671,746",889,CR,PT,456,"15,309,051",,0,,0,,0,,0,,0,,0,,0,,0,,"1,976,017",,0,,0,,0,,0,,0,,0,,0,,0.13,,,,,,,,,,,,,,,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,DR,PT,128,0,,"416,907",,0,,0,,0,,0,,0,,0,,0,,0,,"6,219,549",,0,,0,,0,,0,,0,,0,,,,14.92,,,,,,,,,,,,,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,VP,PT,127,0,,"147,836",,0,,0,,0,,0,,0,,0,,0,,0,,"1,781,855",,0,,0,,0,,0,,0,,0,,,,12.05,,,,,,,,,,,,,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,DR,TX,25,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,DR,DO,95,0,,"288,510",,"783,212",,0,,0,,0,,0,,0,,0,,0,,"240,069",,"3,926,619",,0,,0,,"3,926,619",,0,,0,,,,0.83,,5.01,,,,,,,,,,,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,78580,"San Antonio, TX","1,992,689",873,MB,DO,498,"379,353",,0,,0,,"5,288,837",,0,,0,,0,,0,,0,,"1,597,245",,0,,0,,"19,686,688",,0,,0,,0,,0,,4.21,,,,,,,,,,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,MB,DO,561,"6,002,456",,0,,0,,0,,0,,0,,0,,0,,"214,543",,"25,306,395",,0,,0,,0,,0,,0,,0,,"64,720",,4.22,,,,,,,,,,,,,,0.30,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,IP,DO,2,0,,0,,0,,0,,0,,0,,0,,"212,685",,0,,0,,0,,0,,0,,0,,0,,"13,970",,0,,,,,,,,,,,,,,0.07,,,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,LR,DO,52,0,,0,,0,,0,,0,,0,,0,,"29,069,135",,0,,0,,0,,0,,0,,0,,0,,"1,735,705",,0,,,,,,,,,,,,,,0.06,,,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",823,DR,PT,208,0,,"888,006",,0,,0,,0,,0,,0,,0,,0,,0,,"6,826,105",,0,,0,,0,,0,,0,,0,,,,7.69,,,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,SR,DO,2,0,,0,,0,,0,,0,,0,,0,,"672,355",,0,,0,,0,,0,,0,,0,,0,,"53,228",,0,,,,,,,,,,,,,,0.08,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,HR,DO,210,0,,0,,0,,0,,0,,0,,0,,"77,560,602",,0,,0,,0,,0,,0,,0,,0,,"17,816,311",,0,,,,,,,,,,,,,,0.23,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,MB,DO,407,"1,849,221",,0,,0,,"4,357,955",,0,,0,,0,,0,,"26,212",,"8,735,458",,0,,0,,"15,970,070",,0,,0,,0,,"9,858",,4.72,,,,,,,,,,,,,,0.38,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,DR,PT,193,0,,"1,341,057",,0,,0,,0,,0,,0,,0,,0,,0,,"8,104,273",,0,,0,,0,,0,,0,,0,,,,6.04,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,VP,PT,10,0,,"3,518",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.00,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,MB,DO,453,0,,0,,0,,"7,851,380",,0,,0,,0,,0,,"250,496",,0,,0,,0,,"23,579,275",,0,,0,,0,,"105,808",,,,,,,,,,,,,,,,0.42,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,DR,TX,25,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,CR,PT,23,"1,460,507",,0,,0,,0,,0,,0,,0,,0,,0,,"601,053",,0,,0,,0,,0,,0,,0,,0,,0.41,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,SR,DO,2,0,,0,,0,,0,,0,,0,,0,,"641,477",,0,,0,,0,,0,,0,,0,,0,,"93,188",,0,,,,,,,,,,,,,,0.15,,,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,LR,DO,89,0,,0,,0,,0,,0,,0,,0,,"116,409,749",,0,,0,,0,,0,,0,,0,,0,,"9,681,739",,0,,,,,,,,,,,,,,0.08,,,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",800,DR,PT,198,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"2,555,790",,0,,"673,681",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"California Vanpool Authority, dba: CalVans",Hanford,CA,90230,Independent Public Agency or Authority of Transit Service,Full Reporter,36703,"Hanford, CA","66,638",758,VP,DO,758,0,,"888,006",,0,,0,,0,,0,,0,,0,,0,,0,,"11,078,609",,0,,0,,0,,0,,0,,0,,,,12.48,,,,,,,,,,,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,YR,PT,4,"83,134",,0,,0,,0,,0,,0,,0,,0,,0,,"79,110",,0,,0,,0,,0,,0,,0,,0,,0.95,,,,,,,,,,,,,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,LR,DO,94,0,,0,,0,,0,,0,,0,,0,,"50,161,343",,0,,0,,0,,0,,0,,0,,0,,"8,180,421",,0,,,,,,,,,,,,,,0.16,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,DR,PT,138,0,,0,,0,,0,,"393,024",,0,,0,,0,,0,,"4,173,265",,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,MB,DO,498,"46,960",,0,,0,,0,,"4,649,021",,0,,0,,0,,"582,556",,"22,203,546",,0,,0,,0,,0,,0,,0,,"178,517",,472.82,,,,,,,,,,,,,,0.31,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,8,Independent Public Agency or Authority of Transit Service,Full Reporter,71317,"Portland, OR--WA","2,104,238",753,DR,TX,19,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,MB,DO,349,"3,509,051",,0,,0,,0,,0,,0,,0,,0,,"35,385",,"13,990,290",,0,,0,,0,,0,,0,,0,,"12,269",,3.99,,,,,,,,,,,,,,0.35,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,DR,PT,94,0,,"216,967",,0,,0,,0,,0,,0,,0,,0,,0,,"1,393,266",,0,,0,,0,,0,,0,,0,,,,6.42,,,,,,,,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,SR,DO,12,0,,0,,0,,0,,0,,0,,0,,"2,885,959",,0,,0,,0,,0,,0,,0,,0,,"256,592",,0,,,,,,,,,,,,,,0.09,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,LR,DO,115,0,,0,,0,,0,,0,,0,,0,,"55,168,910",,0,,0,,0,,0,,0,,0,,0,,"4,867,168",,0,,,,,,,,,,,,,,0.09,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,CC,DO,24,0,,0,,0,,0,,0,,0,,0,,"3,178,591",,0,,0,,0,,0,,0,,0,,0,,"169,218",,0,,,,,,,,,,,,,,0.05,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",752,TB,DO,158,0,,0,,0,,0,,0,,0,,0,,"26,110,190",,0,,0,,0,,0,,0,,0,,0,,"4,249,778",,0,,,,,,,,,,,,,,0.16,,,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,DR,TX,86,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,VP,PT,113,0,,"113,061",,0,,0,,0,,0,,0,,0,,0,,0,,"2,007,681",,0,,0,,0,,0,,0,,0,,,,17.76,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,MB,DO,214,0,,0,,0,,"3,722,562",,0,,"37,463",,0,,0,,"27,519",,0,,0,,0,,"11,672,739",,"329,117",,0,,0,,"12,028",,,,,,,,,,8.7851,,,,,,0.44,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,DR,PT,175,0,,"1,026,432",,0,,0,,0,,0,,0,,0,,0,,0,,"4,995,190",,0,,0,,0,,0,,0,,0,,,,4.87,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA","12,237,376",739,MB,PT,151,0,,0,,0,,"2,328,400",,0,,0,,0,,0,,0,,0,,0,,0,,"7,449,694",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",728,MB,DO,220,0,,0,,0,,"3,277,301",,0,,0,,0,,0,,"299,540",,0,,0,,0,,"10,547,591",,0,,0,,0,,"128,860",,,,,,,,,,,,,,,,0.43,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",728,DR,TX,45,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",728,CB,PT,9,0,,0,,0,,"107,883",,0,,0,,0,,0,,0,,0,,0,,0,,"493,303",,0,,0,,0,,0,,,,,,,,,,,,,,,,,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",728,MB,PT,289,0,,"65,176",,"349,172",,"3,791,151",,0,,0,,0,,0,,"156,233",,0,,"39,764",,0,,"9,196,819",,0,,0,,0,,"63,244",,,,0.61,,0.00,,,,,,,,,,0.40,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",728,LR,DO,114,0,,0,,0,,0,,0,,0,,0,,"56,896,708",,0,,0,,0,,0,,0,,0,,0,,"11,989,853",,0,,,,,,,,,,,,,,0.21,,,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,78661,"San Diego, CA","3,070,300",728,DR,PT,51,0,,"10,570",,"435,779",,0,,0,,0,,0,,0,,0,,0,,"306,221",,"5,093,876",,0,,0,,"5,093,876",,0,,0,,,,28.97,,11.69,,,,,,,,,,,
