Agency,NTD ID,Operating Federal,Operating State,Operating Local,Operating Other,Capital Federal,Capital State,Capital Local,Capital Other,Number of Operating Fleets,Ridership,Total OE,OpExp VO,OpExp VM,OpExp NVM,OpExp GA,FARES,DRM,VRM,VRH,UPT,PMT,Days of Service Operated,Days Not Operated Due to Emergencies,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW,City,State,Cluster
Okanogan County Transportation & Nutrition,332,0.0,977614.0,164360.0,372292.0,184575.0,0.0,119087.0,0.0,22.0,0.0,1514266.0,0.0,0.0,0.0,0.0,100464.0,0.0,312230.0,17372.0,39552.0,0.0,0.0,0.0,0.0,0.0,Omak,WA,0
Council on Aging & Human Services (COAST),333,41290.0,335451.0,0.0,355188.0,0.0,0.0,0.0,65883.0,31.0,0.0,731929.0,0.0,0.0,0.0,0.0,4766.0,0.0,329030.0,11861.0,14183.0,0.0,0.0,0.0,0.0,0.0,Colfax,WA,0
Skamania County Senior Services,336,92191.0,455856.0,160464.0,12701.0,0.0,138923.0,34731.0,0.0,22.0,0.0,721212.0,0.0,0.0,0.0,0.0,12701.0,0.0,335095.0,14621.0,17457.0,0.0,0.0,0.0,0.0,0.0,Stevenson,WA,0
"Basin Transit Service, dba: Basin Transit Service Transportation District",339,903558.0,580060.0,1868624.0,153853.0,153989.0,83181.0,446755.0,0.0,20.0,0.0,3506095.0,0.0,0.0,0.0,0.0,126818.0,0.0,347159.0,27513.0,174337.0,0.0,0.0,0.0,0.0,0.0,Klamath Falls,OR,0
"Senior Citizens of Kodiak, Inc.",340,399884.0,0.0,15000.0,21677.0,0.0,0.0,0.0,0.0,2.0,0.0,436561.0,0.0,0.0,0.0,0.0,21677.0,0.0,38776.0,3664.0,16132.0,0.0,0.0,0.0,0.0,0.0,Kodiak,AK,0
Selkirks-Pend Oreille Transit Authority (SPOT),341,745997.0,0.0,149533.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,895530.0,0.0,0.0,0.0,0.0,0.0,0.0,237261.0,15876.0,131277.0,0.0,0.0,0.0,0.0,0.0,Dover,ID,0
Community Connection of Northeast Oregon,343,1193839.0,406068.0,147288.0,236350.0,313182.0,0.0,48873.0,0.0,63.0,0.0,1983545.0,0.0,0.0,0.0,0.0,236350.0,0.0,593742.0,39992.0,64096.0,0.0,0.0,0.0,0.0,0.0,La Grande,OR,0
Glacier Valley Transit,345,395680.0,0.0,4805.0,15946.0,0.0,0.0,0.0,0.0,4.0,0.0,416431.0,0.0,0.0,0.0,0.0,15946.0,0.0,82942.0,8401.0,45076.0,0.0,0.0,0.0,0.0,0.0,Girdwood,AK,0
SMART Transit,347,628311.0,0.0,230454.0,18944.0,0.0,0.0,0.0,0.0,10.0,0.0,877709.0,0.0,0.0,0.0,0.0,18944.0,0.0,85692.0,8125.0,94335.0,0.0,0.0,0.0,0.0,0.0,Moscow,ID,0
"Senior Citizens of Sweet Home, Inc.",348,591948.0,451048.0,116821.0,38606.0,79892.0,0.0,0.0,0.0,33.0,0.0,1198423.0,0.0,0.0,0.0,0.0,38606.0,0.0,325394.0,18454.0,40071.0,0.0,0.0,0.0,0.0,0.0,Sweet Home,OR,0
"Catholic Community Service, Sitka",354,225233.0,0.0,0.0,3006.0,0.0,0.0,0.0,0.0,3.0,0.0,228239.0,0.0,0.0,0.0,0.0,3006.0,0.0,13979.0,1822.0,2590.0,0.0,0.0,0.0,0.0,0.0,Juneau,AK,0
TransIV Buses - College of Southern Idaho,357,269914.0,0.0,69202.0,43695.0,0.0,0.0,0.0,0.0,9.0,0.0,382811.0,0.0,0.0,0.0,0.0,43695.0,0.0,37146.0,4949.0,7723.0,0.0,0.0,0.0,0.0,0.0,Twin Falls,ID,0
Ketchikan Gateway Borough,358,2026616.0,0.0,783642.0,179853.0,25488.0,0.0,101952.0,0.0,20.0,0.0,2990111.0,0.0,0.0,0.0,0.0,179853.0,0.0,295593.0,19115.0,178972.0,0.0,0.0,0.0,0.0,0.0,Ketchikan,AK,0
City of Pendleton,359,311318.0,319277.0,30859.0,19559.0,18870.0,597.0,0.0,0.0,12.0,0.0,681013.0,0.0,0.0,0.0,0.0,19559.0,0.0,119364.0,14053.0,33135.0,0.0,0.0,0.0,0.0,0.0,Pendleton,OR,0
City of Woodburn,360,366010.0,505714.0,6017.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,877741.0,0.0,0.0,0.0,0.0,0.0,0.0,91925.0,7892.0,28827.0,0.0,0.0,0.0,0.0,0.0,Woodburn,OR,0
Clackamas County Social Services,363,614200.0,1007290.0,351240.0,77855.0,226678.0,40169.0,32926.0,0.0,72.0,0.0,2050585.0,0.0,0.0,0.0,0.0,77855.0,0.0,607628.0,33151.0,93580.0,0.0,0.0,0.0,0.0,0.0,Oregon City,OR,0
Twin Transit,364,2081566.0,524704.0,2169302.0,177011.0,0.0,649468.0,1522000.0,0.0,52.0,0.0,4952583.0,0.0,0.0,0.0,0.0,32656.0,0.0,587518.0,28912.0,147947.0,0.0,0.0,0.0,0.0,0.0,Centralia,WA,0
White Pass Community Services Coalition,366,0.0,327216.0,49045.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,376261.0,0.0,0.0,0.0,0.0,0.0,0.0,29547.0,1066.0,776.0,0.0,0.0,0.0,0.0,0.0,Morton,WA,0
Lower Columbia Community Action Council,368,0.0,357711.0,0.0,104731.0,0.0,0.0,0.0,0.0,10.0,0.0,462442.0,0.0,0.0,0.0,0.0,12804.0,0.0,127507.0,3696.0,6810.0,0.0,0.0,0.0,0.0,0.0,Longview,WA,0
Wahkiakum County Health & Human Services,371,0.0,436705.0,51504.0,86744.0,0.0,0.0,0.0,0.0,14.0,0.0,574953.0,0.0,0.0,0.0,0.0,86744.0,0.0,169334.0,7467.0,10503.0,0.0,0.0,0.0,0.0,0.0,Cathlamet,WA,0
Treasure Valley Transit,373,2725910.0,0.0,317000.0,189973.0,1074167.0,0.0,0.0,610801.0,52.0,0.0,3232883.0,0.0,0.0,0.0,0.0,461060.0,0.0,550217.0,29181.0,89907.0,0.0,0.0,0.0,0.0,0.0,Nampa,ID,0
Harney County,374,387494.0,231412.0,139690.0,26592.0,0.0,0.0,0.0,0.0,20.0,0.0,785188.0,0.0,0.0,0.0,0.0,26592.0,0.0,183194.0,12228.0,29023.0,0.0,0.0,0.0,0.0,0.0,Burns,OR,0
Columbia County,375,929610.0,228432.0,27824.0,43953.0,0.0,0.0,0.0,0.0,16.0,0.0,1229819.0,0.0,0.0,0.0,0.0,43953.0,0.0,156290.0,7285.0,21629.0,0.0,0.0,0.0,0.0,0.0,Saint Helens,OR,0
"Ride Connection, Inc.",376,3488414.0,1743945.0,7115501.0,146865.0,86205.0,9867.0,0.0,0.0,180.0,614734.0,11589948.0,8393050.0,560557.0,112011.0,2524330.0,30527.0,97.7,833394.0,68692.0,162896.0,901568.0,935.0,0.0,0.0,97.7,Portland,OR,21
"City of Lebanon, dba: Lebanon Interneighborhood Express",377,258853.0,492271.0,48131.0,3141.0,98291.0,116228.0,0.0,0.0,12.0,0.0,802396.0,0.0,0.0,0.0,0.0,2193.0,0.0,81903.0,8792.0,30021.0,0.0,0.0,0.0,0.0,0.0,Lebanon,OR,0
"Central Area Rural Transit System, Inc.",378,839496.0,0.0,103672.0,138900.0,0.0,0.0,0.0,0.0,48.0,0.0,1082068.0,0.0,0.0,0.0,0.0,110346.0,0.0,265033.0,20754.0,27350.0,0.0,0.0,0.0,0.0,0.0,Soldotna,AK,0
Inter-Island Ferry Authority,382,1867880.0,348802.0,0.0,3068037.0,0.0,0.0,0.0,0.0,1.0,0.0,5284719.0,0.0,0.0,0.0,0.0,2004184.0,0.0,25776.0,2148.0,38542.0,0.0,0.0,0.0,0.0,0.0,Craig,AK,0
Columbia County Public Transportation,383,551483.0,724761.0,246216.0,22058.0,0.0,0.0,13757.0,0.0,18.0,0.0,1544518.0,0.0,0.0,0.0,0.0,22058.0,0.0,191354.0,8334.0,35019.0,0.0,0.0,0.0,0.0,0.0,Dayton,WA,0
Special Mobility Services,386,0.0,605698.0,67301.0,13509.0,0.0,0.0,0.0,0.0,12.0,0.0,686508.0,0.0,0.0,0.0,0.0,13509.0,0.0,161096.0,7079.0,8219.0,0.0,0.0,0.0,0.0,0.0,Portland,OR,0
City of Bethel,387,197368.0,0.0,0.0,3711.0,0.0,0.0,0.0,0.0,1.0,0.0,201079.0,0.0,0.0,0.0,0.0,3711.0,0.0,19326.0,1463.0,7596.0,0.0,0.0,0.0,0.0,0.0,Bethel,AK,0
City of Sandy,389,840431.0,312199.0,495652.0,103510.0,355001.0,0.0,162055.0,0.0,18.0,0.0,1751792.0,0.0,0.0,0.0,0.0,39935.0,0.0,317429.0,16639.0,77204.0,0.0,0.0,0.0,0.0,0.0,Sandy,OR,0
City and Borough of Juneau,391,1227023.0,0.0,5214181.0,442465.0,1831314.0,0.0,621221.0,0.0,36.0,0.0,6883669.0,0.0,0.0,0.0,0.0,442465.0,0.0,669175.0,45766.0,625410.0,0.0,0.0,0.0,0.0,0.0,Juneau,AK,0
Mid-Columbia Economic Development District,396,550279.0,477554.0,20000.0,159354.0,389754.0,53814.0,5000.0,11485.0,18.0,0.0,1207187.0,0.0,0.0,0.0,0.0,68623.0,0.0,170445.0,14268.0,20676.0,0.0,0.0,0.0,0.0,0.0,The Dalles,OR,0
Coastal Community Action Program,398,0.0,406936.0,0.0,57774.0,0.0,0.0,0.0,0.0,6.0,0.0,464710.0,0.0,0.0,0.0,0.0,2473.0,0.0,248773.0,12244.0,11177.0,0.0,0.0,0.0,0.0,0.0,Aberdeen,WA,0
Sunshine Transit,399,934121.0,0.0,82404.0,0.0,734473.0,0.0,45818.0,0.0,28.0,0.0,1016525.0,0.0,0.0,0.0,0.0,0.0,0.0,164843.0,8184.0,13346.0,0.0,0.0,0.0,0.0,0.0,Talkeetna,AK,0
Gwichyaa Zhee Tribal Transit Service,400,164637.0,0.0,0.0,1968.0,0.0,0.0,0.0,0.0,1.0,0.0,166605.0,0.0,0.0,0.0,0.0,1968.0,0.0,4464.0,539.0,1770.0,0.0,0.0,0.0,0.0,0.0,Fort Yukon,AK,0
Lower Elwha Klallam Tribe,401,34347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34347.0,0.0,0.0,0.0,0.0,0.0,0.0,14233.0,650.0,627.0,0.0,0.0,0.0,0.0,0.0,Port Angeles,WA,0
Lemhi Ride,403,127396.0,0.0,5210.0,55034.0,0.0,0.0,0.0,0.0,3.0,0.0,187640.0,0.0,0.0,0.0,0.0,55034.0,0.0,22255.0,1391.0,13164.0,0.0,0.0,0.0,0.0,0.0,Salmon,ID,0
Shoshone County,404,135526.0,0.0,40044.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,175570.0,0.0,0.0,0.0,0.0,0.0,0.0,72364.0,3447.0,24878.0,0.0,0.0,0.0,0.0,0.0,Wallace,ID,0
Okanogan Transit,405,0.0,0.0,2278569.0,48677.0,0.0,0.0,849782.0,0.0,26.0,0.0,2327246.0,0.0,0.0,0.0,0.0,48677.0,0.0,441580.0,15424.0,37943.0,0.0,0.0,0.0,0.0,0.0,Omak,WA,0
Muckleshoot Indian Tribe,407,0.0,0.0,965560.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,965560.0,0.0,0.0,0.0,0.0,0.0,0.0,118228.0,8910.0,16198.0,0.0,0.0,0.0,0.0,0.0,Auburn,WA,0
Morrow County,409,155200.0,215042.0,0.0,10000.0,75929.0,298868.0,0.0,0.0,9.0,0.0,380242.0,0.0,0.0,0.0,0.0,10000.0,0.0,94404.0,5572.0,3784.0,0.0,0.0,0.0,0.0,0.0,Heppner,OR,0
Ninilchik Village,414,183458.0,0.0,0.0,3389.0,20112.0,0.0,0.0,0.0,3.0,0.0,186847.0,0.0,0.0,0.0,0.0,3389.0,0.0,35040.0,923.0,522.0,0.0,0.0,0.0,0.0,0.0,Ninilchik,AK,0
"Ada County Highway District, dba: ACHD Commuteride",415,9981.0,0.0,86575.0,930489.0,0.0,0.0,0.0,0.0,81.0,1375843.0,1024162.0,554577.0,123732.0,1825.0,344028.0,930381.0,0.0,1375843.0,28608.0,123058.0,5198107.0,209.0,0.0,0.0,0.0,Boise,ID,10
Boise State University,416,0.0,0.0,0.0,560714.0,0.0,0.0,0.0,0.0,9.0,0.0,560714.0,0.0,0.0,0.0,0.0,0.0,0.0,116506.0,15937.0,98300.0,0.0,0.0,0.0,0.0,0.0,Boise,ID,0
Kenaitze Indian Tribe,419,195255.0,0.0,193810.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,389065.0,0.0,0.0,0.0,0.0,0.0,0.0,48998.0,3172.0,5413.0,0.0,0.0,0.0,0.0,0.0,Kenai,AK,0
Native Village of Unalakleet,420,32657.0,0.0,0.0,0.0,120469.0,0.0,0.0,0.0,1.0,0.0,32657.0,0.0,0.0,0.0,0.0,0.0,0.0,11097.0,1326.0,8851.0,0.0,0.0,0.0,0.0,0.0,Unalakleet,AK,0
Umpqua Public Transportation District,459,1190449.0,1872981.0,0.0,74796.0,0.0,0.0,0.0,66837.0,54.0,0.0,3138226.0,0.0,0.0,0.0,0.0,109489.0,0.0,581074.0,33993.0,77779.0,0.0,0.0,0.0,0.0,0.0,Roseburg,OR,0
Craig Tribal Association,460,72121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,72121.0,0.0,0.0,0.0,0.0,0.0,0.0,33456.0,1826.0,2920.0,0.0,0.0,0.0,0.0,0.0,Craig,AK,0
Noorvik Native Community,462,72016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72016.0,0.0,0.0,0.0,0.0,0.0,0.0,1938.0,1945.0,1060.0,0.0,0.0,0.0,0.0,0.0,Noorvik,AK,0
Petersburg Indian Association,463,99729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99729.0,0.0,0.0,0.0,0.0,0.0,0.0,8702.0,694.0,5882.0,0.0,0.0,0.0,0.0,0.0,Petersburg,AK,0
Lane Council of Governments,464,3020.0,470584.0,76897.0,30222.0,41492.0,0.0,0.0,0.0,3.0,0.0,580723.0,0.0,0.0,0.0,0.0,30222.0,0.0,152668.0,5676.0,7116.0,0.0,0.0,0.0,0.0,0.0,Eugene,OR,0
Rhode Island Public Transit Authority,10001,41470526.0,8645913.0,42875279.0,17850254.0,5221468.0,360886.0,941191.0,0.0,1144.0,14489532.0,107972713.0,68452207.0,17732171.0,3217884.0,18570451.0,14300946.0,1173.02,12513625.0,883603.0,9684186.0,53470265.0,1375.0,0.0,0.0,1170.3,Providence,RI,23
Manchester Transit Authority,10002,2930315.0,43478.0,1785820.0,460200.0,2683909.0,266719.0,178318.0,0.0,40.0,0.0,5219813.0,0.0,0.0,0.0,0.0,391544.0,0.0,817081.0,73521.0,279948.0,0.0,0.0,0.0,0.0,0.0,Manchester,NH,0
Massachusetts Bay Transportation Authority,10003,730175185.0,583451580.0,179006341.0,420087718.0,442286025.0,1152556367.0,0.0,0.0,18162.0,89707746.0,1712828098.0,807746217.0,362160903.0,189041487.0,353879491.0,322165489.0,2563.43,83096044.0,6109041.0,203455402.0,854089542.0,3125.0,0.0,21.9,1582.0,Boston,MA,2
Brockton Area Transit Authority,10004,2083776.0,8217607.0,3283754.0,2630040.0,1453592.0,1806187.0,0.0,0.0,164.0,1691643.0,16185412.0,8599298.0,2492565.0,1091040.0,4002509.0,2399011.0,443.0,1608981.0,154269.0,1473619.0,9786332.0,718.0,0.0,0.0,443.0,Brockton,MA,13
Lowell Regional Transit Authority,10005,4022341.0,4251010.0,3005244.0,1366866.0,92780.0,23195.0,0.0,0.0,156.0,1719527.0,12643022.0,8016529.0,1966040.0,973767.0,1686686.0,884281.0,254.0,1597811.0,112947.0,787117.0,3826980.0,616.0,2.0,0.0,254.0,Lowell,MA,4
Southeastern Regional Transit Authority,10006,9742719.0,7175334.0,3614280.0,1971745.0,2402103.0,652409.0,0.0,0.0,146.0,2460170.0,22507067.0,13575094.0,4616261.0,551564.0,3764148.0,1678052.0,447.0,2311570.0,167338.0,2099142.0,7039348.0,630.0,0.0,0.0,447.0,New Bedford,MA,13
Berkshire Regional Transit Authority,10007,2807910.0,3396776.0,1007363.0,693384.0,532158.0,121294.0,0.0,0.0,54.0,1064245.0,7905433.0,4398746.0,1516612.0,227325.0,1762750.0,573017.0,246.0,1014451.0,61308.0,411341.0,1911717.0,612.0,0.0,0.0,246.0,Pittsfield,MA,21
Pioneer Valley Transit Authority,10008,9543302.0,28311527.0,9635895.0,5840317.0,13007352.0,2819994.0,0.0,0.0,418.0,6849772.0,52911225.0,35911389.0,8540243.0,1823162.0,6636431.0,5174271.0,822.0,6310268.0,452810.0,6227676.0,21774270.0,720.0,0.0,0.0,822.0,Springfield,MA,16
Merrimack Valley Regional Transit Authority,10013,6822345.0,7765512.0,4248289.0,1788166.0,3989887.0,2126217.0,0.0,0.0,183.0,2504488.0,20547698.0,13574181.0,3689352.0,466108.0,2818057.0,561084.0,465.8,2100331.0,168250.0,1264151.0,5551595.0,855.0,0.0,0.0,465.8,Haverhill,MA,13
Worcester Regional Transit Authority,10014,10064910.0,13803857.0,5710724.0,297880.0,8845606.0,811919.0,109373.0,0.0,396.0,2927526.0,29674643.0,16525859.0,5046843.0,1214979.0,6886962.0,0.0,367.8,3011968.0,236771.0,3206023.0,13465687.0,1298.0,0.0,0.0,367.8,Worcester,MA,22
Lewiston-Auburn Transit Committee,10015,1388623.0,98115.0,596722.0,173268.0,990980.0,254895.0,71325.0,0.0,18.0,0.0,2234058.0,0.0,0.0,0.0,0.0,127960.0,0.0,236697.0,18544.0,207779.0,0.0,0.0,0.0,0.0,0.0,Auburn,ME,0
Greater Portland Transit District,10016,6301747.0,397770.0,3883152.0,2711637.0,1283575.0,783.0,171108.0,1500000.0,30.0,1413879.0,12554602.0,7807321.0,1410291.0,430485.0,2906505.0,2108658.0,198.7,1345771.0,101131.0,1260110.0,7308638.0,357.0,1.0,0.0,198.7,Portland,ME,4
Greater Hartford Transit District,10017,641505.0,18235541.0,0.0,105988.0,3096862.0,745739.0,87135.0,0.0,128.0,4463409.0,18983034.0,13814306.0,1248598.0,487600.0,3432530.0,1065033.0,0.0,3465101.0,219819.0,407389.0,3961532.0,363.0,2.0,0.0,0.0,Hartford,CT,10
Southeast Area Transit District,10040,1420310.0,4835960.0,561810.0,538095.0,824036.0,206039.0,0.0,0.0,87.0,1292242.0,7338411.0,4923847.0,1445476.0,111932.0,857156.0,490705.0,380.0,1164556.0,77342.0,810198.0,4720219.0,922.0,5.0,0.0,380.0,Preston,CT,12
Valley Transit District,10042,47458.0,1389777.0,48500.0,154691.0,0.0,0.0,0.0,0.0,12.0,229344.0,1630542.0,1092700.0,114046.0,8021.0,415775.0,154691.0,0.0,205544.0,14255.0,41739.0,235965.0,267.0,0.0,0.0,0.0,Derby,CT,10
Connecticut Department of Transportation - CTTransit New Britain -Dattco.,10045,334354.0,1910740.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,459871.0,2245094.0,1168824.0,889787.0,7397.0,179086.0,31346.0,182.9,351487.0,29927.0,129028.0,937916.0,730.0,0.0,0.0,164.70000000000002,New Britain,CT,21
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,10048,5412166.0,120396924.0,0.0,9936054.0,3895462.0,1298487.0,0.0,0.0,458.0,10480508.0,135609939.0,85747060.0,28463963.0,6223161.0,15175755.0,8639188.0,1131.69,9376418.0,734032.0,10327809.0,58768708.0,730.0,0.0,0.0,1065.1,Hartford,CT,5
Greater New Haven Transit District,10049,818128.0,10338947.0,168360.0,0.0,907067.0,226767.0,0.0,0.0,51.0,1992352.0,11325435.0,7881105.0,466709.0,199963.0,2777658.0,130004.0,0.0,1621662.0,118970.0,185557.0,1296701.0,363.0,2.0,0.0,0.0,Hamden,CT,10
Greater Bridgeport Transit Authority,10050,4555646.0,16190604.0,0.0,2734179.0,1316471.0,343049.0,0.0,0.0,116.0,2308437.0,23479951.0,14981178.0,4307586.0,453223.0,3737964.0,2586491.0,312.0,2220620.0,198447.0,3637156.0,11590186.0,728.0,4.0,0.0,312.0,Bridgeport,CT,6
Housatonic Area Regional Transit,10051,1705203.0,5083426.0,1272663.0,393486.0,326906.0,81727.0,0.0,0.0,86.0,1568672.0,8454778.0,5758673.0,1003237.0,157131.0,1535737.0,369009.0,305.0,1393269.0,91855.0,461000.0,3129779.0,714.0,0.0,0.0,305.0,Danbury,CT,13
Cape Ann Transportation Authority,10053,110809.0,1502964.0,794919.0,2610561.0,0.0,150678.0,0.0,0.0,40.0,616887.0,5010880.0,3283565.0,541733.0,44223.0,1141359.0,148395.0,158.0,572822.0,41926.0,184023.0,680201.0,730.0,0.0,0.0,158.0,Gloucester,MA,21
Connecticut Department of Transportation - CTTRANSIT New Haven Division,10055,6998952.0,41598084.0,0.0,4921122.0,322083.0,83063.0,0.0,0.0,99.0,4789468.0,53456329.0,34129272.0,10191028.0,2003718.0,7132311.0,4868428.0,504.3,4369828.0,390843.0,5536895.0,18465331.0,365.0,0.0,0.0,504.3,Hartford,CT,9
Connecticut Department of Transportation - CTTRANSIT Stamford Division,10056,1800882.0,15007292.0,0.0,1968125.0,6993726.0,1748432.0,0.0,0.0,41.0,1604285.0,18704552.0,12230956.0,4068066.0,536495.0,1869035.0,1792384.0,195.7,1534170.0,141233.0,2366120.0,8188141.0,365.0,0.0,0.0,195.7,Hartford,CT,21
Norwalk Transit District,10057,1044874.0,11634424.0,314362.0,1079747.0,5356353.0,2017207.0,0.0,0.0,171.0,1333192.0,13941642.0,8226811.0,1867334.0,485744.0,3361753.0,984448.0,154.0,1148363.0,123132.0,1056041.0,3889953.0,988.0,2.0,0.0,154.0,Norwalk,CT,1
Montachusett Regional Transit Authority,10061,4879776.0,13380940.0,2661589.0,3368086.0,5746784.0,1737773.0,0.0,0.0,1479.0,2675331.0,23461064.0,11383620.0,3475098.0,1733731.0,6868615.0,2663240.0,197.8,5306277.0,222020.0,758771.0,6387660.0,882.0,3.0,0.0,197.8,Fitchburg,MA,6
Middletown Transit District,10063,695473.0,1921969.0,38594.0,192644.0,66902.0,16726.0,0.0,0.0,20.0,0.0,2848680.0,0.0,0.0,0.0,0.0,171644.0,0.0,542349.0,31957.0,176175.0,0.0,0.0,0.0,0.0,0.0,Middletown,CT,0
Greater Attleboro-Taunton Regional Transit Authority,10064,7961990.0,4991179.0,4560159.0,1671865.0,560704.0,6877371.0,33906.0,0.0,208.0,3085059.0,18159824.0,11173558.0,1719836.0,304495.0,4961935.0,883440.0,485.7,2630545.0,181706.0,597271.0,2999049.0,612.0,0.0,0.0,485.7,Taunton,MA,13
Green Mountain Transit Authority,10066,17369318.0,1420544.0,1351419.0,1789963.0,4212013.0,273976.0,487632.0,0.0,536.0,4132760.0,21850311.0,14695219.0,2737483.0,212622.0,4204987.0,1551263.0,1052.3,3541757.0,201472.0,2056558.0,8621054.0,1436.0,0.0,0.0,1052.3,Burlington,VT,23
"Regional Transportation Program, Inc.",10069,1646703.0,0.0,44378.0,1046156.0,184260.0,0.0,0.0,46065.0,18.0,0.0,2737237.0,0.0,0.0,0.0,0.0,1033520.0,0.0,438050.0,24531.0,48929.0,0.0,0.0,0.0,0.0,0.0,Westbrook,ME,0
Cooperative Alliance for Seacoast Transportation,10086,4754792.0,74820.0,649067.0,596519.0,1897693.0,205502.0,331767.0,0.0,46.0,855996.0,6044598.0,3799919.0,707201.0,29364.0,1508114.0,344758.0,180.2,743933.0,43440.0,261985.0,2132483.0,572.0,0.0,0.0,180.2,Dover,NH,21
"City of Nashua, dba: Nashua Transit System",10087,2713217.0,291626.0,122131.0,435840.0,1044952.0,74243.0,204656.0,0.0,28.0,607073.0,3562814.0,2070958.0,409242.0,129671.0,952943.0,230421.0,75.0,580897.0,40540.0,294539.0,1366604.0,616.0,0.0,0.0,75.0,Nashua,NH,21
Casco Bay Island Transit District,10088,2591543.0,0.0,1590.0,5134712.0,9204554.0,68444.0,2299548.0,581765.0,4.0,102132.0,7691901.0,3773562.0,1847174.0,219152.0,1852013.0,2650353.0,29.04,102014.0,18808.0,997335.0,3457899.0,365.0,0.0,0.0,0.0,Portland,ME,10
City of Bangor,10096,2069501.0,101109.0,963792.0,511934.0,2159024.0,18124.0,503456.0,0.0,34.0,0.0,3646336.0,0.0,0.0,0.0,0.0,416261.0,0.0,692844.0,50165.0,404263.0,0.0,0.0,0.0,0.0,0.0,Bangor,ME,0
"Western Maine Transportation Services, Inc.",10098,3057662.0,97930.0,94255.0,2164099.0,2533935.0,51200.0,633483.0,0.0,164.0,586602.0,3410949.0,2493384.0,519280.0,32004.0,366281.0,184722.0,220.0,538789.0,35429.0,123829.0,762012.0,844.0,1.0,0.0,220.0,Auburn,ME,1
York County Community Action Corporation,10099,2115891.0,45294.0,618193.0,0.0,97362.0,0.0,262.0,0.0,28.0,0.0,2779378.0,0.0,0.0,0.0,0.0,0.0,0.0,303526.0,15846.0,61393.0,0.0,0.0,0.0,0.0,0.0,Sanford,ME,0
Connecticut Department of Transportation,10102,1471842.0,49249311.0,0.0,911809.0,0.0,0.0,0.0,0.0,84.0,2226564.0,31002880.0,11807922.0,8177350.0,6489581.0,4528027.0,1775379.0,417.0,1855068.0,67080.0,313617.0,8268791.0,730.0,0.0,0.0,292.2,Newington,CT,21
Cape Cod Regional Transit Authority,10105,8565554.0,5098729.0,2156320.0,1467741.0,3741783.0,2041458.0,0.0,0.0,399.0,3116774.0,17215743.0,10771118.0,3160004.0,889476.0,2395145.0,1030071.0,496.0,2826345.0,178475.0,605951.0,7170207.0,953.0,0.0,0.0,496.0,Hyannis,MA,22
Milford Transit District,10107,531539.0,1512960.0,164699.0,0.0,101904.0,67305.0,0.0,0.0,22.0,458613.0,2209198.0,1400931.0,226371.0,10779.0,571117.0,119326.0,83.2,438044.0,31148.0,192456.0,981519.0,622.0,0.0,0.0,83.2,Milford,CT,21
"City of South Portland, dba: South Portland Bus Service",10112,683094.0,31240.0,526502.0,209103.0,657381.0,0.0,220305.0,0.0,7.0,0.0,1449939.0,0.0,0.0,0.0,0.0,165414.0,0.0,196401.0,16676.0,150653.0,0.0,0.0,0.0,0.0,0.0,South Portland,ME,0
Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,10114,2064408.0,789644.0,0.0,775223.0,1275605.0,1500000.0,0.0,0.0,11.0,0.0,3629275.0,0.0,0.0,0.0,0.0,276032.0,0.0,496928.0,29592.0,171828.0,0.0,0.0,0.0,0.0,0.0,Saco,ME,0
Northern New England Passenger Rail Authority,10115,11474266.0,1393332.0,0.0,9509383.0,1533609.0,435002.0,0.0,0.0,21.0,2585690.0,22219640.0,12111068.0,7210845.0,954303.0,1943424.0,8106919.0,287.6,2569623.0,81868.0,403775.0,35086460.0,365.0,0.0,0.0,0.0,Portland,ME,21
MetroWest Regional Transit Authority,10118,3169109.0,3645369.0,3673178.0,568832.0,4640768.0,964403.0,679.0,12850.0,160.0,1892153.0,11027959.0,5502629.0,1219892.0,549242.0,3756196.0,116902.0,252.0,1766949.0,131752.0,338326.0,1880964.0,670.0,0.0,0.0,252.0,Framingham,MA,21
"University Of New Hampshire, dba: University Transportation Services",10119,0.0,0.0,415696.0,1813490.0,0.0,0.0,0.0,0.0,14.0,0.0,2229186.0,0.0,0.0,0.0,0.0,9076.0,0.0,271562.0,18733.0,474458.0,0.0,0.0,0.0,0.0,0.0,Durham,NH,0
"Jalbert Leasing, Inc. , dba: C&J Bus Lines",10122,1004238.0,0.0,0.0,11171063.0,0.0,0.0,0.0,0.0,16.0,0.0,12175301.0,0.0,0.0,0.0,0.0,11171063.0,0.0,1671714.0,59936.0,461076.0,0.0,0.0,0.0,0.0,0.0,Portsmouth,NH,0
